playerID,bbrefID,name,pos,sec_pos,era,peak_year,debut_year,last_year,team,franchise_name,career_ab,career_h,career_hr,career_sb,career_bb,career_so,seasons,bats,ba,obp,iso,k_rate,bb_rate,contact_val,power_val,eye_val,speed_val,defense_val,con_grade,pow_grade,eye_grade,spd_grade,def_grade,avg_attr_score,rarity,is_allstar,is_hof,allstar_selections,gold_gloves,gg_bonus,defense_source
diazel01,diazel01,Elias Diaz,C,,Modern Era (2016-Pres),2020,2015,2025,COL,Colorado Rockies,2572,634,71,2.0,190,554.0,12,R,0.247,0.3,0.136,0.198,0.068,42.3,29.3,24.8,8.2,43.2,D+,D-,D-,F,D+,29.6,Common,True,False,1,0,0,bbref_war
dietrde01,dietrde01,Derek Dietrich,2B,"1B,3B,RF",Modern Era (2016-Pres),2016,2013,2020,MIA,Florida Marlins,2191,536,84,7.0,181,576.0,8,L,0.245,0.335,0.183,0.229,0.072,33.2,54.7,28.8,19.9,10.6,D,C-,D-,F,F,29.4,Common,False,False,0,0,0,bbref_war
doziehu01,doziehu01,Hunter Dozier,3B,"1B,RF",Modern Era (2016-Pres),2020,2016,2023,KCA,Kansas City Royals,2093,498,73,19.0,193,621.0,7,R,0.238,0.305,0.182,0.268,0.083,17.6,54.4,39.6,30.8,1.0,F,C-,D,D,F,28.7,Common,False,False,0,0,0,bbref_war
farmeky01,farmeky01,Kyle Farmer,SS,"2B,3B",Modern Era (2016-Pres),2021,2017,2025,CIN,Cincinnati Reds,2172,537,63,16.0,134,487.0,9,R,0.247,0.306,0.14,0.204,0.056,41.6,31.0,13.5,20.3,36.4,D+,D,F,D-,D,28.6,Common,False,False,0,0,0,bbref_war
trevijo01,trevijo01,Jose Trevino,C,,Modern Era (2016-Pres),2022,2018,2025,TEX,Texas Rangers,1472,348,36,4.0,76,264.0,8,R,0.236,0.275,0.124,0.168,0.048,39.9,22.0,6.1,24.8,48.9,D,D-,F,D-,D+,28.3,Common,True,False,1,1,2,bbref_war
hedgeau01,hedgeau01,Austin Hedges,C,,Modern Era (2016-Pres),2020,2015,2025,SDN,San Diego Padres,2284,422,74,16.0,160,694.0,13,R,0.185,0.244,0.128,0.278,0.064,1.0,22.1,21.2,41.8,52.4,F,D-,D-,D+,C-,27.7,Common,False,False,0,0,0,bbref_war
mccanja02,mccanja02,James McCann,C,,Modern Era (2016-Pres),2020,2014,2025,DET,Detroit Tigers,3165,765,97,15.0,202,880.0,12,R,0.242,0.294,0.141,0.256,0.059,24.0,30.6,16.1,27.1,38.4,D-,D,F,D-,D,27.2,Common,True,False,1,0,0,bbref_war
zuninmi01,zuninmi01,Mike Zunino,C,,Modern Era (2016-Pres),2018,2013,2023,SEA,Seattle Mariners,2798,557,149,2.0,219,1088.0,11,R,0.199,0.271,0.207,0.352,0.071,1.0,67.4,27.6,1.0,35.1,F,B-,D-,F,D,26.4,Common,True,False,1,0,0,bbref_war
maldoma01,maldoma01,Martin Maldonado,C,,Modern Era (2016-Pres),2018,2011,2025,MIL,Milwaukee Brewers,3596,731,119,3.0,304,1107.0,18,R,0.203,0.277,0.14,0.278,0.076,1.0,29.9,32.9,4.0,62.5,F,D-,D,F,C+,26.1,Common,False,False,0,1,2,bbref_war
drurybr01,drurybr01,Brandon Drury,2B,"1B,3B,RF",Modern Era (2016-Pres),2020,2015,2024,ARI,Arizona Diamondbacks,2915,713,109,5.0,188,718.0,12,R,0.245,0.296,0.177,0.227,0.06,33.6,52.4,16.7,1.0,17.7,D,C-,F,F,F,24.3,Common,False,False,0,0,0,bbref_war
bondsba01,bondsba01,Barry Bonds,LF,RF,Steroid Era (1994-2005),1996,1986,2007,SFN,San Francisco Giants,9847,2935,762,514.0,2558,1539.0,22,L,0.298,0.444,0.309,0.122,0.203,89.4,99.0,99.0,94.6,99.0,A,S,S,A+,S,96.2,Legendary,True,False,14,8,6,bbref_war
walkela01,walkela01,Larry Walker,RF,1B,Steroid Era (1994-2005),1998,1989,2005,COL,Colorado Rockies,6907,2160,383,230.0,913,1231.0,18,L,0.313,0.4,0.252,0.153,0.114,96.5,96.0,67.0,77.3,83.7,S,S,B-,B+,A-,84.1,Legendary,True,True,5,7,6,bbref_war
bagweje01,bagweje01,Jeff Bagwell,1B,,Steroid Era (1994-2005),1998,1991,2005,HOU,Houston Astros,7797,2314,449,202.0,1401,1558.0,15,R,0.297,0.408,0.244,0.165,0.149,76.7,91.0,99.0,65.3,62.9,B+,A+,S,B-,C+,79.0,Legendary,True,True,4,1,2,bbref_war
heltoto01,heltoto01,Todd Helton,1B,,Steroid Era (1994-2005),2005,1997,2013,COL,Colorado Rockies,7962,2519,369,37.0,1335,1175.0,17,L,0.316,0.414,0.223,0.124,0.141,99.0,81.6,92.5,39.4,75.9,S,A-,A+,D,B+,77.7,Legendary,True,True,5,3,6,bbref_war
loftoke01,loftoke01,Kenny Lofton,CF,RF,Steroid Era (1994-2005),2000,1991,2007,CLE,Cleveland Indians,8120,2428,130,622.0,945,1016.0,20,L,0.299,0.372,0.124,0.111,0.103,93.3,28.2,57.1,99.0,91.2,A+,D-,C,S,A+,73.8,Rare,True,False,6,4,6,bbref_war
rodrial01,rodrial01,Alex Rodriguez,SS,3B,Steroid Era (1994-2005),2004,1994,2016,NYA,New York Yankees,10566,3115,696,329.0,1338,2287.0,22,R,0.295,0.38,0.255,0.188,0.11,68.8,96.0,63.3,73.8,56.1,B-,S,C+,B,C,71.6,Rare,True,False,14,2,4,bbref_war
jonesch06,jonesch06,Chipper Jones,3B,RF,Steroid Era (1994-2005),2003,1993,2012,ATL,Atlanta Braves,8984,2726,468,150.0,1512,1409.0,19,B,0.303,0.401,0.226,0.133,0.142,92.2,81.9,93.6,57.1,32.6,A+,A-,A+,C,D,71.5,Epic,True,True,8,0,0,bbref_war
martied01,martied01,Edgar Martinez,3B,,Steroid Era (1994-2005),1996,1987,2004,SEA,Seattle Mariners,7213,2247,309,49.0,1283,1202.0,18,R,0.312,0.418,0.204,0.139,0.148,99.0,71.8,98.9,39.5,46.8,S,B,S,D,D+,71.2,Epic,True,True,7,0,0,bbref_war
rolensc01,rolensc01,Scott Rolen,3B,,Steroid Era (1994-2005),2004,1996,2012,PHI,Philadelphia Phillies,7398,2077,316,118.0,899,1410.0,19,R,0.281,0.364,0.21,0.166,0.106,59.8,74.5,59.4,63.0,99.0,C,B,C,C+,S,71.1,Epic,True,True,7,8,6,bbref_war
olerujo01,olerujo01,John Olerud,1B,,Steroid Era (1994-2005),1998,1989,2005,TOR,Toronto Blue Jays,7592,2239,255,11.0,1275,1016.0,18,L,0.295,0.398,0.17,0.112,0.141,88.6,54.0,92.1,25.6,86.6,A,C-,A+,D-,A,69.4,Rare,True,False,2,3,6,bbref_war
palmera01,palmera01,Rafael Palmeiro,1B,RF,Steroid Era (1994-2005),1996,1986,2005,TEX,Texas Rangers,10472,3020,569,97.0,1353,1348.0,20,L,0.288,0.371,0.226,0.112,0.112,81.8,81.5,65.8,52.2,64.2,A-,A-,B-,C-,C+,69.1,Rare,True,False,4,3,6,bbref_war
drewjd01,drewj.01,J. D. Drew,RF,,Steroid Era (1994-2005),2004,1998,2011,SLN,St. Louis Cardinals,5173,1437,242,87.0,862,1137.0,14,L,0.278,0.384,0.212,0.185,0.141,51.5,73.7,91.8,59.2,68.2,C-,B,A+,C,B-,68.9,Rare,True,False,1,0,0,bbref_war
gilesbr02,gilesbr02,Brian Giles,RF,,Steroid Era (1994-2005),2002,1995,2009,SDN,San Diego Padres,6527,1897,287,109.0,1183,835.0,16,L,0.291,0.4,0.212,0.107,0.151,85.6,74.8,99.0,54.2,29.6,A,B,S,C-,D-,68.6,Rare,True,False,2,0,0,bbref_war
larkiba01,larkiba01,Barry Larkin,SS,,Steroid Era (1994-2005),1995,1986,2004,CIN,Cincinnati Reds,7937,2340,198,379.0,939,817.0,19,R,0.295,0.371,0.15,0.091,0.104,94.2,42.3,58.3,88.2,56.8,A+,D+,C,A,C,68.0,Epic,True,True,12,3,6,bbref_war
griffke02,griffke02,Ken Griffey,CF,RF,Steroid Era (1994-2005),2000,1989,2010,SEA,Seattle Mariners,9801,2781,630,184.0,1312,1779.0,23,L,0.284,0.37,0.254,0.157,0.116,65.0,95.5,69.2,59.2,49.4,B-,S,B-,C,D+,67.7,Epic,True,True,13,10,6,bbref_war
gonzalu01,gonzalu01,Luis Gonzalez,LF,RF,Steroid Era (1994-2005),1998,1990,2008,ARI,Arizona Diamondbacks,9157,2591,354,128.0,1155,1218.0,20,L,0.283,0.367,0.196,0.116,0.11,75.2,67.0,63.3,53.3,76.1,B+,B-,C+,C-,B+,67.0,Rare,True,False,5,0,0,bbref_war
jonesan01,jonesan01,Andruw Jones,CF,RF,Steroid Era (1994-2005),2004,1996,2012,ATL,Atlanta Braves,7599,1933,434,152.0,891,1748.0,17,R,0.254,0.337,0.231,0.202,0.103,22.5,83.5,56.9,66.5,99.0,D-,A-,C,B-,S,65.7,Rare,True,False,5,10,6,bbref_war
justida01,justida01,David Justice,RF,,Steroid Era (1994-2005),1996,1989,2002,ATL,Atlanta Braves,5625,1571,305,53.0,903,999.0,15,L,0.279,0.378,0.221,0.151,0.137,62.0,78.2,88.4,39.5,60.6,C+,B+,A,D,C+,65.7,Rare,True,False,3,0,0,bbref_war
gracema01,gracema01,Mark Grace,1B,,Steroid Era (1994-2005),1996,1988,2003,CHN,Chicago Cubs,8065,2445,173,70.0,1075,642.0,16,L,0.303,0.383,0.139,0.069,0.116,99.0,37.8,69.0,46.6,75.8,S,D,B-,D+,B+,65.6,Rare,True,False,3,4,6,bbref_war
thomafr04,thomafr04,Frank Thomas,1B,,Steroid Era (1994-2005),2000,1990,2008,CHA,Chicago White Sox,8199,2468,521,32.0,1667,1397.0,20,R,0.301,0.419,0.254,0.139,0.165,88.1,96.2,99.0,28.6,13.5,A,S,S,D-,F,65.1,Rare,True,True,5,0,0,bbref_war
edmonji01,edmonji01,Jim Edmonds,CF,RF,Steroid Era (1994-2005),2002,1993,2010,SLN,St. Louis Cardinals,6858,1949,393,67.0,998,1729.0,19,L,0.284,0.376,0.243,0.217,0.125,49.9,90.9,77.6,42.9,62.9,D+,A+,B+,D+,C+,64.8,Rare,True,False,4,8,6,bbref_war
knoblch01,knoblch01,Chuck Knoblauch,2B,RF,Steroid Era (1994-2005),1996,1991,2002,MIN,Minnesota Twins,6366,1839,98,407.0,804,730.0,12,R,0.289,0.378,0.117,0.099,0.109,85.8,25.2,62.7,94.1,54.6,A,D-,C+,A+,C-,64.5,Rare,True,False,4,1,2,bbref_war
guerrvl01,guerrvl01,Vladimir Guerrero,RF,,Steroid Era (1994-2005),2004,1996,2011,MON,Washington Nationals,8155,2590,449,181.0,737,985.0,16,R,0.318,0.379,0.235,0.109,0.081,99.0,86.2,36.9,56.9,42.8,S,A,D,C,D+,64.4,Rare,True,True,9,0,0,bbref_war
sosasa01,sosasa01,Sammy Sosa,RF,,Steroid Era (1994-2005),1997,1989,2007,CHN,Chicago Cubs,8813,2408,609,234.0,929,2306.0,19,R,0.273,0.344,0.261,0.233,0.094,34.1,97.7,48.7,66.4,74.2,D,S,D+,B-,B,64.2,Rare,True,False,7,0,0,bbref_war
venturo01,venturo01,Robin Ventura,3B,1B,Steroid Era (1994-2005),1997,1989,2004,CHA,Chicago White Sox,7064,1885,294,24.0,1075,1179.0,17,L,0.267,0.362,0.177,0.143,0.13,51.1,55.5,82.5,28.8,99.0,C-,C,A-,D-,S,63.4,Common,True,False,2,6,6,bbref_war
sandere02,sandere02,Reggie Sanders,RF,,Steroid Era (1994-2005),1999,1991,2007,CIN,Cincinnati Reds,6241,1666,305,304.0,674,1614.0,17,R,0.267,0.343,0.22,0.23,0.096,28.5,78.3,50.4,84.1,73.2,D-,B+,C-,A-,B,62.9,Common,True,False,1,0,0,bbref_war
sheffga01,sheffga01,Gary Sheffield,RF,"3B,SS",Steroid Era (1994-2005),1998,1988,2009,FLO,Florida Marlins,9217,2689,509,253.0,1475,1171.0,24,R,0.292,0.393,0.222,0.107,0.135,86.7,79.0,86.5,56.5,1.0,A,B+,A,C,F,61.9,Rare,True,False,9,0,0,bbref_war
alomaro01,alomaro01,Roberto Alomar,2B,,Steroid Era (1994-2005),1997,1988,2004,TOR,Toronto Blue Jays,9073,2724,210,474.0,1032,1140.0,19,B,0.3,0.371,0.143,0.111,0.101,94.5,38.8,54.8,86.4,34.0,A+,D,C-,A,D,61.7,Rare,True,True,12,10,6,bbref_war
aloumo01,aloumo01,Moises Alou,LF,RF,Steroid Era (1994-2005),1999,1990,2008,MON,Washington Nationals,7037,2134,332,106.0,737,894.0,18,R,0.303,0.369,0.212,0.113,0.093,97.2,74.9,47.9,54.3,34.2,S,B,D+,C-,D,61.7,Common,True,False,6,0,0,bbref_war
clarkwi02,clarkwi02,Will Clark,1B,,Steroid Era (1994-2005),1994,1986,2000,SFN,San Francisco Giants,7173,2176,284,67.0,937,1190.0,16,L,0.303,0.384,0.193,0.144,0.113,89.2,65.2,66.6,41.9,43.0,A,B-,B-,D+,D+,61.2,Common,True,False,6,1,2,bbref_war
jordabr01,jordabr01,Brian Jordan,RF,,Steroid Era (1994-2005),1999,1992,2006,SLN,St. Louis Cardinals,5160,1454,184,119.0,353,842.0,15,R,0.282,0.333,0.173,0.149,0.063,65.2,54.0,19.5,67.9,99.0,B-,C-,F,B-,S,61.1,Common,True,False,1,0,0,bbref_war
valenjo02,valenjo02,John Valentin,SS,"2B,3B",Steroid Era (1994-2005),1997,1992,2002,BOS,Boston Red Sox,3917,1093,124,47.0,463,524.0,11,R,0.279,0.36,0.175,0.117,0.103,70.7,57.3,57.4,46.3,73.7,B,C,C,D+,B,61.1,Common,False,False,0,0,0,bbref_war
garcino01,garcino01,Nomar Garciaparra,SS,"1B,3B",Steroid Era (1994-2005),2003,1996,2009,BOS,Boston Red Sox,5586,1747,229,95.0,403,554.0,15,R,0.313,0.361,0.208,0.091,0.066,99.0,73.1,22.6,59.8,48.6,S,B,D-,C,D+,60.6,Common,True,False,6,0,0,bbref_war
ramirma02,ramirma02,Manny Ramirez,LF,RF,Steroid Era (1994-2005),2003,1993,2011,BOS,Boston Red Sox,8244,2574,555,38.0,1329,1813.0,21,R,0.312,0.411,0.273,0.186,0.136,87.6,99.0,87.6,25.7,1.0,A,S,A,D-,F,60.2,Rare,True,False,12,0,0,bbref_war
rodriiv01,rodriiv01,Ivan Rodriguez,C,,Steroid Era (1994-2005),2002,1991,2011,TEX,Texas Rangers,9592,2844,311,127.0,513,1474.0,23,R,0.296,0.334,0.168,0.144,0.05,82.0,52.0,7.9,59.1,99.0,A-,C-,F,C,S,60.0,Rare,True,True,14,13,6,bbref_war
johnsla03,johnsla03,Lance Johnson,CF,RF,Steroid Era (1994-2005),1994,1987,2000,CHA,Chicago White Sox,5379,1565,34,327.0,352,384.0,15,L,0.291,0.334,0.095,0.067,0.061,96.5,11.9,18.1,99.0,73.9,S,F,F,S,B,59.9,Common,True,False,1,0,0,bbref_war
erstada01,erstada01,Darin Erstad,CF,"1B,RF",Steroid Era (1994-2005),2002,1996,2009,ANA,Los Angeles Angels of Anaheim,6024,1697,124,179.0,475,939.0,14,L,0.282,0.336,0.125,0.143,0.072,66.8,29.7,28.4,74.9,99.0,B-,D-,D-,B,S,59.8,Common,True,False,2,3,6,bbref_war
belleal01,belleal01,Albert Belle,LF,RF,Steroid Era (1994-2005),1994,1989,2000,CLE,Cleveland Indians,5853,1726,381,88.0,683,961.0,12,R,0.295,0.369,0.269,0.144,0.102,80.3,99.0,56.5,46.3,15.9,A-,S,C,D+,F,59.6,Common,True,False,5,0,0,bbref_war
lankfra01,lankfra01,Ray Lankford,CF,RF,Steroid Era (1994-2005),1997,1990,2004,SLN,St. Louis Cardinals,5747,1561,238,258.0,828,1550.0,15,L,0.272,0.364,0.205,0.233,0.124,32.6,71.2,76.7,74.6,42.9,D,B,B+,B,D+,59.6,Common,True,False,1,0,0,bbref_war
vizquom01,vizquom01,Omar Vizquel,SS,"2B,3B",Steroid Era (1994-2005),2000,1989,2012,CLE,Cleveland Indians,10586,2877,80,404.0,1028,1087.0,24,B,0.272,0.336,0.08,0.092,0.087,69.5,5.8,42.6,81.1,99.0,B-,F,D+,A-,S,59.6,Common,True,False,3,11,6,bbref_war
cirilje01,cirilje01,Jeff Cirillo,3B,,Steroid Era (1994-2005),2001,1994,2007,MIL,Milwaukee Brewers,5396,1598,112,63.0,563,694.0,15,R,0.296,0.366,0.134,0.114,0.093,89.5,35.2,47.3,49.0,75.8,A,D,D+,D+,B+,59.4,Common,True,False,2,0,0,bbref_war
camermi01,camermi01,Mike Cameron,CF,RF,Steroid Era (1994-2005),2004,1995,2011,CHA,Chicago White Sox,6839,1700,278,297.0,867,1901.0,18,R,0.249,0.338,0.195,0.242,0.11,5.9,65.6,63.9,84.4,76.4,F,B-,C+,A-,B+,59.2,Common,True,False,1,3,6,bbref_war
younger01,younger01,Eric Young,2B,RF,Steroid Era (1994-2005),2000,1992,2006,COL,Colorado Rockies,6119,1731,79,465.0,660,462.0,18,R,0.283,0.359,0.107,0.067,0.095,87.9,20.6,50.0,95.3,40.7,A,D-,C-,S,D+,58.9,Common,True,False,1,0,0,bbref_war
burksel01,burksel01,Ellis Burks,CF,RF,Steroid Era (1994-2005),1996,1987,2004,BOS,Boston Red Sox,7232,2107,352,181.0,793,1340.0,19,R,0.291,0.363,0.219,0.164,0.097,71.2,77.7,51.7,59.8,30.6,B,B+,C-,C,D,58.2,Common,True,False,2,1,2,bbref_war
damonjo01,damonjo01,Johnny Damon,CF,RF,Steroid Era (1994-2005),2004,1995,2012,KCA,Kansas City Royals,9736,2769,235,408.0,1003,1257.0,18,L,0.284,0.352,0.148,0.116,0.092,76.7,41.5,47.1,82.3,42.7,B+,D+,D+,A-,D+,58.1,Common,True,False,2,0,0,bbref_war
joynewa01,joynewa01,Wally Joyner,1B,,Steroid Era (1994-2005),1994,1986,2001,CAL,Los Angeles Angels of Anaheim,7127,2060,204,60.0,833,825.0,16,L,0.289,0.362,0.151,0.102,0.103,85.2,43.2,57.0,43.3,60.6,A,D+,C,D+,C+,57.9,Common,True,False,1,0,0,bbref_war
greerru01,greerru01,Rusty Greer,LF,RF,Steroid Era (1994-2005),1998,1994,2002,TEX,Texas Rangers,3829,1166,119,31.0,519,555.0,9,L,0.305,0.387,0.174,0.126,0.118,95.2,55.9,70.5,40.8,26.4,S,C,B,D+,D-,57.8,Common,False,False,0,0,0,bbref_war
leede02,leede02,Derrek Lee,1B,,Steroid Era (1994-2005),2005,1997,2011,CHN,Chicago Cubs,6962,1959,331,104.0,874,1622.0,17,R,0.281,0.365,0.213,0.204,0.11,50.4,75.6,63.3,52.1,47.0,C-,B+,C+,C-,D+,57.7,Common,True,False,2,3,6,bbref_war
gilkebe01,gilkebe01,Bernard Gilkey,LF,RF,Steroid Era (1994-2005),1996,1990,2001,SLN,St. Louis Cardinals,4061,1115,118,115.0,466,708.0,14,R,0.275,0.352,0.159,0.153,0.101,56.5,47.7,55.1,59.8,67.7,C,D+,C,C,B-,57.4,Common,False,False,0,0,0,bbref_war
nixontr01,nixontr01,Trot Nixon,RF,,Steroid Era (1994-2005),2002,1996,2008,BOS,Boston Red Sox,3627,995,137,30.0,504,689.0,12,L,0.274,0.364,0.19,0.164,0.12,53.5,63.5,72.6,46.3,50.6,C-,C+,B,D+,C-,57.3,Common,False,False,0,0,0,bbref_war
polanpl01,polanpl01,Placido Polanco,2B,"3B,SS",Steroid Era (1994-2005),2005,1998,2013,PHI,Philadelphia Phillies,7214,2142,104,81.0,429,538.0,18,R,0.297,0.343,0.1,0.069,0.055,99.0,16.7,12.5,59.4,99.0,S,F,F,C,S,57.3,Common,True,False,2,3,6,bbref_war
mcgrifr01,mcgrifr01,Fred McGriff,1B,,Steroid Era (1994-2005),1995,1986,2004,TBA,Tampa Bay Rays,8757,2490,493,72.0,1305,1882.0,21,L,0.284,0.377,0.225,0.185,0.128,58.4,80.3,80.5,41.1,25.9,C,A-,A-,D+,D-,57.2,Rare,True,True,5,0,0,bbref_war
hidalri01,hidalri01,Richard Hidalgo,RF,,Steroid Era (1994-2005),2002,1997,2005,HOU,Houston Astros,3459,929,171,48.0,358,737.0,10,R,0.269,0.345,0.221,0.188,0.091,41.2,79.5,46.0,46.8,72.1,D+,B+,D+,D+,B,57.1,Common,False,False,0,0,0,bbref_war
mcgwima01,mcgwima01,Mark McGwire,1B,,Steroid Era (1994-2005),1994,1986,2001,OAK,Oakland Athletics,6187,1626,583,12.0,1317,1596.0,17,R,0.263,0.394,0.325,0.208,0.172,29.7,99.0,99.0,26.9,30.8,D-,S,S,D-,D,57.1,Common,True,False,12,1,2,bbref_war
koskico01,koskico01,Corey Koskie,3B,,Steroid Era (1994-2005),2002,1998,2006,MIN,Minnesota Twins,3399,936,124,71.0,458,795.0,9,L,0.275,0.367,0.183,0.201,0.116,44.7,60.4,69.1,53.6,56.6,D+,C+,B-,C-,C,56.9,Common,False,False,0,0,0,bbref_war
glaustr01,glaustr01,Troy Glaus,3B,1B,Steroid Era (1994-2005),2004,1998,2010,ANA,Los Angeles Angels of Anaheim,5410,1375,320,56.0,854,1377.0,13,R,0.254,0.358,0.235,0.217,0.134,18.4,86.0,86.1,44.2,47.7,F,A,A,D+,D+,56.5,Common,True,False,4,0,0,bbref_war
counscr01,counscr01,Craig Counsell,2B,"3B,SS",Steroid Era (1994-2005),2002,1995,2011,MIL,Milwaukee Brewers,4741,1208,42,103.0,589,663.0,18,L,0.255,0.342,0.089,0.122,0.109,43.9,10.8,62.3,65.2,99.0,D+,F,C+,B-,S,56.2,Common,False,False,0,0,0,bbref_war
floydcl01,floydcl01,Cliff Floyd,LF,"1B,RF",Steroid Era (1994-2005),2002,1993,2009,FLO,Florida Marlins,5319,1479,233,148.0,601,1064.0,19,L,0.278,0.358,0.204,0.176,0.099,54.3,71.0,53.5,64.4,37.4,C-,B,C-,C+,D,56.1,Common,True,False,1,0,0,bbref_war
sweenmi01,sweenmi01,Mike Sweeney,1B,C,Steroid Era (1994-2005),2003,1995,2010,KCA,Kansas City Royals,5188,1540,215,53.0,522,613.0,17,R,0.297,0.366,0.189,0.105,0.089,92.6,63.3,44.3,43.1,37.0,A+,C+,D+,D+,D,56.1,Common,True,False,5,0,0,bbref_war
kleskry01,kleskry01,Ryan Klesko,LF,"1B,RF",Steroid Era (1994-2005),2000,1992,2007,ATL,Atlanta Braves,5611,1564,278,91.0,817,1077.0,16,L,0.279,0.37,0.222,0.165,0.125,57.7,79.6,77.8,48.6,15.3,C,B+,B+,D+,F,55.8,Common,True,False,1,0,0,bbref_war
mondera01,mondera01,Raul Mondesi,RF,,Steroid Era (1994-2005),2000,1993,2005,LAN,Los Angeles Dodgers,5814,1589,271,229.0,475,1130.0,16,R,0.273,0.331,0.212,0.177,0.075,48.8,73.9,30.7,73.4,52.4,D+,B,D,B,C-,55.8,Common,True,False,1,2,4,bbref_war
martiti02,martiti02,Tino Martinez,1B,,Steroid Era (1994-2005),1998,1990,2005,NYA,New York Yankees,7111,1925,339,27.0,780,1069.0,16,L,0.271,0.344,0.2,0.133,0.097,57.7,67.9,51.6,35.8,64.3,C,B-,C-,D,C+,55.5,Common,True,False,2,0,0,bbref_war
salmoti01,salmoti01,Tim Salmon,RF,,Steroid Era (1994-2005),1998,1992,2006,ANA,Los Angeles Angels of Anaheim,5934,1674,299,48.0,970,1360.0,14,R,0.282,0.385,0.216,0.193,0.138,53.9,76.7,89.3,32.7,24.1,C-,B+,A,D,D-,55.3,Common,False,False,0,0,0,bbref_war
anderbr01,anderbr01,Brady Anderson,CF,RF,Steroid Era (1994-2005),1994,1988,2002,BAL,Baltimore Orioles,6499,1661,210,315.0,960,1190.0,16,L,0.256,0.362,0.17,0.155,0.125,36.0,52.1,77.7,80.1,30.3,D,C-,B+,A-,D,55.2,Common,True,False,3,0,0,bbref_war
gantro01,gantro01,Ron Gant,LF,"2B,3B,RF",Steroid Era (1994-2005),1996,1987,2003,ATL,Atlanta Braves,6449,1651,321,243.0,770,1411.0,18,R,0.256,0.336,0.212,0.193,0.105,26.6,73.1,59.2,70.9,46.0,D-,B,C,B,D+,55.2,Common,True,False,2,0,0,bbref_war
thomeji01,thomeji01,Jim Thome,1B,3B,Steroid Era (1994-2005),2003,1991,2012,CLE,Cleveland Indians,8422,2328,612,19.0,1747,2548.0,25,L,0.276,0.402,0.278,0.247,0.169,33.8,99.0,99.0,22.2,21.9,D,S,S,D-,D-,55.2,Rare,True,True,5,0,0,bbref_war
giambja01,giambja01,Jason Giambi,1B,RF,Steroid Era (1994-2005),2005,1995,2014,OAK,Oakland Athletics,7267,2010,440,20.0,1366,1572.0,21,L,0.277,0.399,0.24,0.177,0.153,52.5,88.5,99.0,27.5,6.9,C-,A,S,D-,F,54.9,Common,True,False,5,0,0,bbref_war
verasqu01,verasqu01,Quilvio Veras,2B,,Steroid Era (1994-2005),1998,1995,2001,SDN,San Diego Padres,2780,750,32,183.0,427,462.0,7,B,0.27,0.372,0.092,0.142,0.131,54.6,12.1,82.8,82.2,42.6,C-,F,A-,A-,D+,54.9,Common,False,False,0,0,0,bbref_war
castilu01,castilu01,Luis Castillo,2B,,Steroid Era (1994-2005),2004,1996,2010,FLO,Florida Marlins,6510,1889,28,370.0,800,850.0,16,B,0.29,0.368,0.061,0.116,0.109,82.8,1.0,62.4,84.5,43.4,A-,F,C+,A-,D+,54.8,Common,True,False,3,3,6,bbref_war
ensbemo01,ensbemo01,Morgan Ensberg,3B,,Steroid Era (1994-2005),2005,2000,2008,HOU,Houston Astros,2204,579,110,22.0,332,436.0,9,R,0.263,0.362,0.205,0.17,0.129,39.8,69.8,81.2,34.6,48.6,D,B-,A-,D,D+,54.8,Common,True,False,1,0,0,bbref_war
stewash01,stewash01,Shannon Stewart,LF,RF,Steroid Era (1994-2005),2002,1995,2008,TOR,Toronto Blue Jays,5574,1653,115,196.0,504,684.0,15,R,0.297,0.36,0.133,0.111,0.081,90.8,34.1,37.0,69.5,41.6,A+,D,D,B-,D+,54.6,Common,False,False,0,0,0,bbref_war
finlest01,finlest01,Steve Finley,CF,RF,Steroid Era (1994-2005),1998,1989,2007,ARI,Arizona Diamondbacks,9397,2548,304,320.0,844,1299.0,20,L,0.271,0.332,0.171,0.125,0.081,60.3,52.5,37.0,74.9,48.0,C+,C-,D,B,D+,54.5,Common,True,False,2,5,6,bbref_war
ordonma01,ordonma01,Magglio Ordonez,RF,,Steroid Era (1994-2005),2004,1997,2011,CHA,Chicago White Sox,6978,2156,294,94.0,651,852.0,15,R,0.309,0.369,0.193,0.11,0.084,99.0,65.4,39.5,44.7,22.8,S,B-,D,D+,D-,54.3,Common,True,False,6,0,0,bbref_war
delgaca01,delgaca01,Carlos Delgado,1B,,Steroid Era (1994-2005),2001,1993,2009,TOR,Toronto Blue Jays,7283,2038,473,14.0,1109,1745.0,17,L,0.28,0.383,0.266,0.202,0.128,49.4,99.0,80.3,28.0,14.4,D+,S,A-,D-,F,54.2,Common,True,False,2,0,0,bbref_war
greensh01,greensh01,Shawn Green,RF,1B,Steroid Era (1994-2005),2000,1993,2007,TOR,Toronto Blue Jays,7082,2003,328,162.0,744,1315.0,16,L,0.283,0.355,0.212,0.165,0.093,62.0,74.8,48.2,59.7,26.1,C+,B,D+,C,D-,54.2,Common,True,False,2,1,2,bbref_war
merceor01,merceor01,Orlando Merced,RF,1B,Steroid Era (1994-2005),1997,1990,2003,PIT,Pittsburgh Pirates,3998,1108,103,57.0,487,661.0,15,B,0.277,0.355,0.149,0.146,0.108,61.1,42.1,61.2,50.6,55.6,C+,D+,C+,C-,C,54.1,Common,False,False,0,0,0,bbref_war
